,name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
27,My Little Brown Book,Duke Ellington & John Coltrane,Duke Ellington,1963-02,319733,0,0.942,0.372,0.187,0.139,0.161,-13.497,0.0323,70.334,4
28,Satellite,Coltrane's Sound,John Coltrane,1964-06,351373,33,0.548,0.473,0.425,0.000134,0.126,-13.029,0.0546,125.523,5
29,Greensleeves,Africa/Brass,John Coltrane Quartet,2007-01-01,597973,0,0.635,0.371,0.303,0.0826,0.114,-17.083,0.033,106.444,4
30,I'll Wait and Pray,Coltrane Jazz,John Coltrane,1961-02,206360,42,0.89,0.475,0.0588,0.0238,0.129,-17.464,0.0418,115.642,4
31,Come Rain Or Come Shine,The Last Trane,John Coltrane,1965,523906,0,0.788,0.562,0.288,0.163,0.271,-14.491,0.0371,108.558,4
32,Stardust,Stardust [Rudy Van Gelder edition] (RVGエディション),John Coltrane,1963,641226,0,0.953,0.419,0.128,0.683,0.158,-16.13,0.0364,112.475,4
33,Take The Coltrane,Duke Ellington & John Coltrane,Duke Ellington,1963-02,282600,0,0.199,0.433,0.631,0.0,0.271,-9.381,0.0458,129.496,4
34,Crescent,Crescent,John Coltrane,1964-01-01,524266,0,0.538,0.324,0.423,4.96e-05,0.0892,-10.739,0.0365,63.425,4
35,Moment's Notice - Rudy Van Gelder Edition/2003 Digital Remaster/24-Bit Mastering,Blue Train (Expanded Edition),John Coltrane,1958,550760,41,0.731,0.509,0.606,0.00361,0.256,-7.621,0.0365,123.351,4
36,Lonnie's Lament,Crescent,John Coltrane,1964-01-01,707933,32,0.883,0.502,0.228,0.113,0.141,-15.801,0.037,107.823,4
37,Lush Life,Lush Life (Rudy Van Gelder Remaster),John Coltrane,1961,837813,0,0.98,0.492,0.232,0.902,0.129,-11.977,0.0342,105.689,4
38,Alabama,Live At Birdland,John Coltrane,1964,308933,0,0.774,0.428,0.0768,0.0487,0.123,-17.412,0.0413,107.712,4
39,"A Love Supreme, Pt. II - Resolution",A Love Supreme,John Coltrane,1965-02,437840,47,0.581,0.341,0.57,0.0,0.0966,-11.71,0.0673,89.754,4
40,Blue Train - Remastered 2003,Blue Train (Expanded Edition),John Coltrane,1958,644013,56,0.798,0.506,0.493,0.00355,0.307,-7.759,0.0427,134.77,4
41,My Shining Hour,Coltrane Jazz,John Coltrane,1961-02,288986,32,0.72,0.65,0.345,5.18e-05,0.321,-12.921,0.0484,112.766,4
42,"All of You - Live from Olympia Theatre, Paris - March 1960","The Final Tour: The Bootleg Series, Vol. 6",Miles Davis,2018-03-23,1025453,33,0.715,0.546,0.33,0.176,0.869,-13.743,0.0425,143.402,4
43,You Leave Me Breathless - Rudy Van Gelder Remaster,Traneing In [Rudy Van Gelder edition],John Coltrane,1957,441053,27,0.955,0.501,0.148,0.713,0.076,-13.877,0.035,109.568,4
44,Naima,Giant Steps (Deluxe Edition),John Coltrane,1960,258266,57,0.948,0.303,0.0141,0.0944,0.0792,-19.759,0.0418,171.439,3
45,Living Space,Living Space,John Coltrane,1998-01-01,625200,30,0.675,0.272,0.581,0.0,0.258,-10.531,0.0507,115.369,5
46,Summertime,My Favorite Things,John Coltrane,1961,697946,36,0.497,0.364,0.541,0.0827,0.119,-10.379,0.0545,80.339,4
47,Iris,Stellar Regions,John Coltrane,1995-10-10,230693,25,0.448,0.405,0.513,0.0,0.306,-10.311,0.124,145.569,3
48,Straight Street - Rudy Van Gelder Remaster,Coltrane [Rudy Van Gelder Remaster],John Coltrane,1957,377013,31,0.671,0.46,0.483,0.173,0.282,-9.239,0.0342,96.48,4
49,The Father And The Son And The Holy Ghost,Meditations,John Coltrane,1966-09,771320,30,0.198,0.191,0.974,4.95e-06,0.393,-6.683,0.15,75.737,4
50,You'd Be So Nice To Come Home To,Coleman Hawkins Encounters Ben Webster (Expanded Edition),Coleman Hawkins,1959-11-01,255626,45,0.809,0.655,0.245,0.384,0.178,-13.662,0.0469,79.76,4
51,Night Train,Night Train (Expanded Edition),Oscar Peterson Trio,1963-01-01,290160,49,0.905,0.693,0.0742,0.431,0.15,-24.38,0.0597,104.331,4
52,Tequila,Tequila (Expanded Edition),Wes Montgomery,1966-12-03,201440,44,0.854,0.704,0.297,0.775,0.117,-18.407,0.0637,89.882,4
53,I Can't Get Started,The President Plays With The Oscar Peterson Trio,Lester Young,1959-06-02,217760,47,0.981,0.588,0.0207,0.688,0.105,-21.139,0.0794,116.882,4
54,Bang Bang,Talkin' Verve,Dizzy Gillespie,1997-05-23,183333,53,0.644,0.788,0.533,0.00189,0.0646,-10.645,0.0467,134.644,4
55,Feeling Good,Super Best,Ahmad Jamal,2018-01-11,172016,42,0.815,0.689,0.353,0.00207,0.12,-13.69,0.037,81.995,4
56,Maybe Tomorrow,Visions,Grant Green,1971-05-21,295520,47,0.958,0.52,0.165,0.904,0.226,-15.827,0.0429,113.999,4
57,April In Paris,April In Paris: The Genius Of Charlie Parker #2,Charlie Parker,1957-08-08,187394,45,0.952,0.417,0.375,0.28,0.119,-7.978,0.029,108.747,4
58,Days Of Wine And Roses,Boss Guitar,Wes Montgomery,1963,226200,52,0.991,0.47,0.0296,0.948,0.0976,-25.411,0.0352,89.408,4
59,These Foolish Things - Remastered 1995,The Complete Aladdin Recordings Of Lester Young,Lester Young,1995-01-01,190933,55,0.986,0.593,0.103,0.6,0.12,-14.961,0.081,66.283,4
60,You Don't Know What Love Is - Rudy Van Gelder Remaster,Saxophone Colossus,Sonny Rollins,1957-04,387480,43,0.928,0.548,0.272,0.731,0.131,-8.381,0.0424,142.717,4
61,Alone Together - Rudy Van Gelder Remaster,Quiet Kenny,Kenny Dorham,1992-01-01,190400,54,0.985,0.336,0.0619,0.891,0.11,-20.494,0.0363,60.705,4
62,Dolphin Dance,The Awakening,Ahmad Jamal Trio,1970,306200,46,0.87,0.378,0.232,0.948,0.1,-18.05,0.0303,148.531,4
63,Time After Time,Stardust [Rudy Van Gelder edition],John Coltrane,2007-01-01,461626,46,0.947,0.595,0.233,0.627,0.151,-10.341,0.0379,91.299,4
64,Bumpin' On Sunset,Tequila (Expanded Edition),Wes Montgomery,1966-12-03,289000,50,0.875,0.759,0.247,0.432,0.0978,-19.827,0.0521,107.601,4
65,There Will Never Be Another You,The President Plays With The Oscar Peterson Trio,Lester Young,1959-06-02,205666,58,0.978,0.588,0.0387,0.823,0.116,-17.944,0.06,83.4,4
66,Ahmad's Blues,Poinciana,Ahmad Jamal,1951,174000,46,0.99,0.508,0.15,0.899,0.144,-20.844,0.0418,173.36,3
67,Love Theme From Spartacus - Remastered,Eastern Sounds,Yusef Lateef,1961,251600,55,0.635,0.522,0.379,0.925,0.114,-14.096,0.0286,133.698,3
68,Autumn Leaves,Portrait In Jazz [Keepnews Collection],Bill Evans,1960,360546,46,0.951,0.611,0.24,0.773,0.0815,-16.534,0.0387,102.436,4
69,Lazy Afternoon,Ballads,Joe Henderson,1997-01-01,332133,44,0.982,0.286,0.0553,0.592,0.0989,-20.216,0.034,52.789,4
70,Bag's Groove,Night Train (Expanded Edition),Oscar Peterson Trio,1963-01-01,340333,44,0.872,0.641,0.0366,0.155,0.107,-26.04,0.0428,102.778,4
71,Little Sunflower,Backlash,Freddie Hubbard,1967,475200,43,0.787,0.541,0.186,0.914,0.0905,-21.91,0.0324,136.965,4
72,Dancing In The Dark,Somethin' Else (Rudy Van Gelder Edition),Cannonball Adderley,1958,247200,46,0.904,0.377,0.251,0.131,0.0586,-7.503,0.036,185.445,3
73,Gary's Theme - Remastered,You Must Believe In Spring,Bill Evans,1981-02-02,257693,57,0.905,0.42,0.0802,0.857,0.135,-21.795,0.04,122.041,3
74,Le Coiffeur,Gettin' Around,Dexter Gordon,1966-08-01,422400,44,0.78,0.686,0.372,2.73e-05,0.101,-12.663,0.0356,118.562,4
75,They Say It's Wonderful,1963: New Directions,John Coltrane,2018-11-16,321066,37,0.964,0.43,0.147,0.24,0.122,-15.644,0.0333,110.868,5
76,You Look Good To Me,We Get Requests,Oscar Peterson Trio,1964,292066,47,0.736,0.41,0.257,0.281,0.106,-17.621,0.0363,91.516,4
77,Moanin' - Remastered,Moanin' (Expanded Edition),Art Blakey & The Jazz Messengers,1959-01-01,570720,55,0.804,0.612,0.493,0.266,0.202,-8.589,0.0467,126.358,4
78,Love For Sale - Remastered,Somethin' Else (Rudy Van Gelder Edition),Cannonball Adderley,1958,424640,44,0.735,0.582,0.343,0.0,0.125,-8.004,0.0428,88.144,4
79,Like Someone In Love,Time Remembered,Bill Evans Trio,1963,385493,43,0.994,0.389,0.0288,0.923,0.0793,-26.056,0.0603,80.181,4
80,Giant Steps,Giant Steps (Deluxe Edition),John Coltrane,1960,283439,51,0.441,0.431,0.491,0.000458,0.134,-10.746,0.0562,148.243,4
81,I'll Never Stop Loving You,Happy Moods,Ahmad Jamal,1960-01-07,183066,47,0.982,0.524,0.0877,0.891,0.129,-21.657,0.0394,79.894,4
82,Joy Spring,Clifford Brown And Max Roach,Clifford Brown,1954-12-01,410666,48,0.702,0.654,0.334,0.714,0.114,-12.662,0.0521,81.544,4
83,Along Came Betty - Remastered,Moanin' (Expanded Edition),Art Blakey & The Jazz Messengers,1959-01-01,368746,45,0.801,0.665,0.359,0.106,0.145,-8.887,0.0326,111.639,4
84,"8 Humoresques, Op. 101, B. 187: No. 7. Poco lento e grazioso in G-Flat Major (arr. A. Tatum)",Art Tatum - The Standard Transcriptions,Art Tatum,2011-04-01,139533,42,0.977,0.343,0.287,0.861,0.106,-16.541,0.0333,70.71,3
85,Quiet Nights Of Quiet Stars (Corcovado),We Get Requests,Oscar Peterson Trio,1964,172400,54,0.784,0.615,0.336,0.85,0.113,-18.634,0.0589,90.472,4
86,Easy To Love,Happy Moods,Ahmad Jamal,1960-01-07,200986,45,0.838,0.724,0.203,0.784,0.123,-13.794,0.039,135.144,4
87,I'm Confessin' (That I Love You),Solo Monk,Thelonious Monk,1964,157026,53,0.965,0.624,0.359,0.905,0.101,-9.457,0.0521,104.357,4
88,Django - Rudy Van Gelder Edition / Remastered 1999,Idle Moments,Grant Green,1999-01-01,524093,46,0.875,0.653,0.368,0.00305,0.0972,-11.567,0.0439,117.161,4
89,Speak No Evil - Remastered 1998 / Rudy Van Gelder Edition,Speak No Evil,Wayne Shorter,1999-01-01,503786,45,0.613,0.46,0.633,0.0,0.274,-7.153,0.0404,106.331,3
90,Have You Met Miss Jones?,We Get Requests,Oscar Peterson Trio,1964,253840,43,0.861,0.698,0.0926,0.49,0.0887,-20.716,0.05,81.187,4
91,Old Folks,Someday My Prince Will Come,Miles Davis,1961-12-11,314160,46,0.965,0.545,0.111,0.000629,0.0773,-14.692,0.0439,104.446,4
92,Poinciana,Poinciana,Ahmad Jamal,1951,273760,50,0.984,0.553,0.0902,0.91,0.1,-21.491,0.043,89.369,4
93,Patricia,The Return Of Art Pepper,Art Pepper,1988-01-01,218000,43,0.973,0.654,0.0494,0.519,0.0842,-17.504,0.0753,126.24,4
94,Infant Eyes - Remastered1998/Rudy Van Gelder Edition,Speak No Evil,Wayne Shorter,1999-01-01,414240,50,0.985,0.34,0.0837,0.761,0.0945,-12.072,0.042,138.689,3
95,Honest I Do,Spirit in the Dark,Aretha Franklin,1970-08-24,199200,20,0.595,0.565,0.476,0.000179,0.0659,-12.354,0.0503,119.891,4
96,Spooky,"Music From The Motion Picture Lock, Stock And Two Smoking Barrels",Various Artists,1998,155133,48,0.518,0.683,0.708,2.08e-05,0.175,-6.852,0.0289,106.446,4
97,A Sunday Kind Of Love - Single Version,At Last!,Etta James,1960,198866,0,0.85,0.363,0.268,0.0,0.216,-9.632,0.0301,68.885,5
98,I'd Rather Go Blind,Tell Mama,Etta James,1968-04-18,156653,70,0.689,0.477,0.433,0.000195,0.151,-6.473,0.0247,82.52,3
99,At Last,At Last!,Etta James,1960,179693,75,0.547,0.274,0.348,0.0133,0.334,-8.631,0.0293,87.43,3
100,Stormy Weather,At Last!,Etta James,1960,187666,63,0.613,0.262,0.356,0.0,0.175,-8.031,0.0303,174.176,3
101,What a Difference a Day Makes,Dinah Washington - The Great American Songbook,Dinah Washington,2011-08-09,152360,44,0.857,0.278,0.374,0.000224,0.279,-8.453,0.0328,165.385,3
102,Dream A Little Dream Of Me - Single Version,"Love, Ella",Ella Fitzgerald,1957-01-01,185160,73,0.913,0.443,0.104,0.0,0.191,-17.042,0.101,76.497,4
103,I Put A Spell On You,I Put A Spell On You,Nina Simone,1965-06-01,155026,67,0.755,0.42,0.398,0.000537,0.172,-9.13,0.0296,88.897,3
104,I Just Want To Make Love To You - Single Version,At Last!,Etta James,1960,185626,64,0.772,0.642,0.523,3.26e-06,0.527,-8.579,0.11,101.635,4
105,Fever,All Aglow Again!,Peggy Lee,1960-05-01,202693,53,0.314,0.833,0.0756,0.0,0.111,-20.822,0.147,136.007,4
106,Cry Me A River,What A Diff'rence A Day Makes! (Expanded Edition),Dinah Washington,1959-02-19,150893,53,0.821,0.26,0.205,0.00102,0.074,-16.618,0.0312,99.912,3
107,Cheek To Cheek,The Complete Ella And Louis On Verve,Ella Fitzgerald,1997-05-20,354533,67,0.706,0.663,0.264,0.0,0.1,-14.571,0.0914,122.482,4
108,Feeling Good,I Put A Spell On You,Nina Simone,1965-06-01,174000,74,0.864,0.399,0.326,0.0,0.191,-9.239,0.0386,79.206,4
109,Something's Got A Hold On Me,Heart & Soul: A Retrospective,Etta James,2011-10-18,169746,62,0.786,0.471,0.585,0.0,0.811,-6.105,0.0822,150.719,4
110,Mean to Me,Sarah Vaughan In Hi-Fi,Sarah Vaughan,1949,172533,38,0.823,0.623,0.0986,0.0,0.23,-10.503,0.0413,123.772,4
111,Mad About The Boy,The Complete Dinah Washington On Mercury Vol. 2 (1950-1952),Dinah Washington,1987-01-01,182573,59,0.922,0.344,0.147,0.00019,0.0482,-10.3,0.0369,177.192,3
112,I Say a Little Prayer,Aretha Now,Aretha Franklin,1968-06-14,216773,75,0.478,0.592,0.355,0.0,0.0585,-14.051,0.0352,133.032,4
113,Black Coffee,After Hours,Sarah Vaughan,1955-04-12,200440,55,0.973,0.38,0.155,1.7e-05,0.0977,-11.977,0.0311,94.23,3
114,Respect,I Never Loved a Man the Way I Love You,Aretha Franklin,1967-03-10,147600,73,0.164,0.805,0.558,2.2e-05,0.0546,-5.226,0.041,114.95,4
115,Think,Aretha Now,Aretha Franklin,1968-06-14,139733,68,0.251,0.687,0.63,0.0,0.221,-10.817,0.0389,110.051,4
116,You Sent Me Flying / Cherry,Frank,Amy Winehouse,2003,410760,48,0.476,0.738,0.629,0.0,0.209,-6.453,0.136,99.895,4
117,Nobody Knows You When You're Down and Out,The Best of Bessie Smith,Bessie Smith,1923,177133,39,0.996,0.614,0.0423,0.00293,0.183,-12.033,0.0535,89.822,4
118,A Sunday Kind Of Love,At Last!,Etta James,1960,196133,70,0.829,0.421,0.285,1.55e-06,0.233,-9.43,0.0293,85.861,4
119,There is No Greater Love,Love Songs,Etta James,1960,317680,8,0.349,0.402,0.272,0.0,0.142,-10.603,0.0468,66.857,4
120,Teach Me Tonight,Love Songs,Etta James,1960,299306,8,0.727,0.475,0.259,5.36e-05,0.304,-9.8,0.0439,76.019,4
121,Body And Soul,Love Songs,Etta James,1960,256106,17,0.797,0.428,0.191,0.0,0.165,-10.421,0.0429,204.091,3
122,The Man I Love,Love Songs,Etta James,1960,267293,8,0.89,0.528,0.262,4.71e-06,0.0884,-10.997,0.0369,102.843,3
123,Tell Mama,My Greatest Songs,Etta James,1992-01-01,143840,5,0.174,0.678,0.632,0.00707,0.124,-11.207,0.0454,119.471,4
124,Tell Mama,The Essential Etta James,Etta James,1993-06-08,142506,4,0.131,0.685,0.614,0.0234,0.245,-11.245,0.038,119.701,4
125,I Believe I Can Fly,All The Way,Etta James,2006-05-14,308266,19,0.594,0.502,0.446,0.0,0.339,-6.882,0.0308,111.924,4
126,The Lady Is A Tramp,Ella Fitzgerald Sings The Rodgers And Hart Song Book,Ella Fitzgerald,1956-01-01,203560,31,0.842,0.438,0.385,0.0,0.0793,-10.129,0.07,82.536,4
127,Love Me Or Leave Me,Lady Sings The Blues,Billie Holiday,1956-01-01,154853,41,0.855,0.62,0.208,0.0,0.12,-11.68,0.0751,113.472,4
128,Love Me Or Leave Me,Ella Swings Brightly With Nelson,Ella Fitzgerald,1993-08-09,172600,13,0.788,0.493,0.305,0.0,0.407,-12.324,0.0719,111.393,4
129,There Will Never Be Another You,North Sea Jazz Legendary Concerts,Ella Fitzgerald,2013-11-22,175693,8,0.644,0.462,0.624,0.0,0.972,-10.688,0.424,107.782,4
130,I Ain't Got Nothing but the Blues (6/24/57),Complete Jazz Series : 1957,Ella Fitzgerald,1957,283933,1,0.761,0.512,0.174,0.0,0.0703,-12.706,0.053,117.643,3
131,Puttin' On The Ritz,Ella Fitzgerald Sings The Irving Berlin Song Book,Ella Fitzgerald,1958-01-01,138320,0,0.675,0.615,0.186,0.0,0.194,-12.382,0.0508,73.007,4
132,I'm Beginning To See The Light,Ella Fitzgerald Sings The Duke Ellington Song Book,Ella Fitzgerald,1957-01-01,207466,27,0.708,0.611,0.309,0.0,0.167,-11.752,0.0499,132.407,4
133,How High The Moon - 1st Take,Lullabies Of Birdland,Ella Fitzgerald,1954-01-01,195426,47,0.814,0.678,0.467,0.0,0.11,-5.177,0.0994,112.846,4
134,Exactly Like You - Late Show - Live (1958/Chicago),Live At Mister Kelly's,Ella Fitzgerald,2007-01-01,457693,10,0.63,0.62,0.307,0.0,0.643,-15.083,0.0999,80.286,4
135,Blue Skies,Get Happy! (Expanded Edition),Ella Fitzgerald,1959-01-01,226360,56,0.837,0.611,0.285,0.0,0.102,-10.225,0.0682,79.463,4
136,Our Love Is Here To Stay,Unforgettable: With Love,Natalie Cole,1991,209960,57,0.867,0.39,0.0968,3.58e-06,0.0715,-14.966,0.0285,68.768,4
137,What A Diff'rence A Day Made,What A Diff'rence A Day Makes! (Expanded Edition),Dinah Washington,1959-02-19,151866,63,0.925,0.387,0.117,0.000171,0.109,-17.803,0.0299,93.575,4
138,Baby (You've Got What It Takes),The Two Of Us,Dinah Washington,1960-07-05,165760,59,0.852,0.67,0.596,0.00203,0.653,-9.347,0.0627,133.396,4
139,September In The Rain,September In The Rain,Dinah Washington,1961-01-01,129333,57,0.346,0.401,0.213,1.05e-05,0.0596,-13.124,0.0545,110.611,4
140,Teach Me Tonight,"The Complete Dinah Washington On Mercury, Vol.4 (1954-1956)",Dinah Washington,1988-01-01,167493,0,0.805,0.558,0.231,0.0,0.142,-11.436,0.0812,73.103,4
141,Unforgettable,Unforgettable (Expanded Edition),Dinah Washington,1961-01-01,165800,33,0.885,0.322,0.19,0.00335,0.236,-14.916,0.0309,94.571,3
142,Am I Blue,After Hours With Miss D,Dinah Washington,2004-01-01,192906,28,0.89,0.395,0.247,0.000709,0.135,-8.912,0.0526,65.142,4
143,Blue Gardenia,The Bridges Of Madison County Original Sound Track,Various Artists,2005-09-13,317160,27,0.975,0.46,0.112,0.00444,0.123,-14.296,0.0455,172.061,5
144,I Get A Kick Out Of You,For Those In Love (Expanded Edition),Dinah Washington,1955-01-01,381373,31,0.762,0.707,0.275,1.61e-05,0.271,-12.208,0.0403,134.979,4
145,You Don't Know What Love Is,For Those In Love (Expanded Edition),Dinah Washington,1955-01-01,245000,26,0.966,0.516,0.101,3.89e-05,0.0906,-12.753,0.0513,137.832,4
146,Devil's Gonna Git You,"The Complete Recordings, Vol. 4",Bessie Smith,1993-04-26,190026,36,0.993,0.653,0.0442,0.0,0.131,-12.269,0.0371,71.434,5
147,"Baby, Won't You Please Come Home",Nobody Knows You When You're Down And Out,Bessie Smith,1924,175693,20,0.996,0.72,0.0423,0.00551,0.132,-14.979,0.0454,79.464,4
148,St. Louis Blues,Nobody Knows You When You're Down And Out,Bessie Smith,1924,190026,18,0.993,0.423,0.124,4.29e-05,0.117,-10.488,0.0552,69.691,4
149,After You've Gone,The Essential Bessie Smith,Bessie Smith,1997,175733,25,0.993,0.489,0.202,0.00021,0.216,-9.66,0.0337,93.657,4
150,"Empty Bed Blues, Pt. 1","The Complete Recordings, Vol. 4",Bessie Smith,1993-04-26,180840,29,0.995,0.666,0.0613,0.00252,0.114,-12.191,0.044,84.798,4
151,I Used to Be Your Sweet Mama,"The Complete Recordings, Vol. 3",Bessie Smith,1992-10-26,168626,18,0.99,0.717,0.115,0.0,0.0718,-8.011,0.085,86.15,4
152,A Good Man Is Hard to Find,The Essential Bessie Smith,Bessie Smith,1997,178333,22,0.987,0.797,0.034,1.88e-06,0.125,-8.371,0.0612,83.84,4
153,Feel Like I Wanna Cry,"H&L: Heritage of a Legend, Dinah Washington",Dinah Washington,2012-03-12,199933,0,0.952,0.624,0.173,0.00023,0.168,-12.988,0.0544,70.438,4
154,Call Me Irresponsible,The Best Of Dinah Washington,Dinah Washington,1992-04-13,140413,9,0.772,0.573,0.24,0.0,0.301,-13.269,0.0444,74.513,4
155,Drinking Again,Drinking Again,Dinah Washington,1962,211933,34,0.777,0.404,0.162,0.000931,0.0905,-13.592,0.0317,67.826,4
156,Just Friends,Drinking Again,Dinah Washington,1962,198360,7,0.841,0.243,0.185,0.683,0.119,-17.205,0.0394,77.493,4
157,I'm Gonna Laugh You out of My Life,Drinking Again,Dinah Washington,1962,173666,8,0.89,0.285,0.136,0.16,0.17,-17.978,0.0402,75.437,4
158,I'll Be Around,Drinking Again,Dinah Washington,1962,177466,5,0.879,0.186,0.146,0.144,0.0806,-18.799,0.032,170.828,5
159,"Lament (Love, I Found You Gone)",Drinking Again,Dinah Washington,1962,137773,4,0.941,0.34,0.148,0.162,0.133,-17.529,0.0499,79.131,4
160,I Don't Know You Anymore,Drinking Again,Dinah Washington,1962,169066,6,0.827,0.465,0.227,0.000212,0.0562,-15.084,0.0476,106.624,4
161,Baby Won't You Please Come Home,Drinking Again,Dinah Washington,1962,128893,8,0.904,0.481,0.275,8.07e-06,0.119,-14.85,0.0486,112.224,3
162,Lover Man (Oh Where Can You Be),Drinking Again,Dinah Washington,1962,183306,19,0.908,0.291,0.143,0.0338,0.154,-15.415,0.0399,95.614,3
163,The Man That Got Away,Drinking Again,Dinah Washington,1962,214133,9,0.855,0.436,0.201,2.53e-05,0.19,-13.95,0.0361,78.157,4
164,For All We Know,Drinking Again,Dinah Washington,1962,195893,6,0.917,0.257,0.127,0.0693,0.108,-18.57,0.0322,76.979,4
165,Say It Isn't So,Drinking Again,Dinah Washington,1962,190733,6,0.885,0.294,0.0901,6.93e-05,0.105,-16.98,0.0307,140.943,4
166,On the Street of Regret,Drinking Again,Dinah Washington,1962,134640,5,0.853,0.279,0.136,0.0014,0.318,-16.121,0.0348,154.28,4
167,I'm Beginning to See the Light,American Swing,Various Artists,2015-12-17,206400,0,0.762,0.526,0.364,0.0,0.233,-10.224,0.0671,131.255,4
168,"Teach Me Tonight - Live At The Hootenanny, London / 2004",Frank,Amy Winehouse,2003,201533,40,0.566,0.485,0.327,2.91e-06,0.979,-9.454,0.0522,110.719,3
169,"Gee Baby, Ain't I Good To You",Body and Soul,Billie Holiday,1957-01-01,334973,23,0.565,0.475,0.246,2.89e-06,0.0909,-13.061,0.0795,178.323,3
