,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
24,Some Sunsick Day,Phase Zero,Morgan Delt,2016-08-26,311280,1,0.489,0.423,0.489,0.633,0.758,0.0867,-9.55,0.0303,150.084,3
25,All I Wanna Do - Remastered 2009,Sunflower,The Beach Boys,1970-08-31,156466,51,0.447,0.0716,0.447,0.416,0.00426,0.125,-12.181,0.0258,103.068,4
26,Wraith Pinned to the Mist and Other Games,The Sunlandic Twins,of Montreal,2005-04-12,255613,58,0.873,0.0282,0.873,0.582,0.0699,0.182,-9.901,0.047,122.005,4
27,Agua De Beber,Agua De Beber,The Derevolutions,2018-08-14,336244,12,0.461,0.42,0.461,0.862,0.00244,0.4,-6.231,0.0954,149.903,4
28,Killin' the Vibe,III: Arcade Dynamics,Ducktails,2011-01-18,259317,44,0.571,0.722,0.571,0.901,0.0828,0.11,-3.153,0.0529,125.581,4
29,I Don't Really Mind,InnerSpeaker,Tame Impala,2010-05-21,225893,47,0.455,0.576,0.455,0.842,0.0236,0.16,-5.996,0.0867,136.958,4
30,Ecstasy,The Great Conspiracy (Bonus Track Version),The Peanut Butter Conspiracy,2015-03-31,377506,33,0.402,0.0538,0.402,0.193,0.0,0.0965,-16.722,0.03,96.335,4
31,Eight Miles High,Fifth Dimension,The Byrds,1966-07-18,214640,55,0.364,0.21,0.364,0.768,0.136,0.503,-10.492,0.0757,130.602,4
32,Starvation,Power Plant,The Golden Dawn,2008,172946,25,0.554,0.317,0.554,0.483,0.955,0.222,-20.442,0.0319,127.628,4
33,You're Gonna Miss Me (2008 Remastered Original Mono LP Version),The Psychedelic Sounds of the 13th Floor Elevators - 2008 Remaster,13th Floor Elevators,2010,146737,53,0.428,0.0108,0.428,0.923,0.436,0.0985,-4.454,0.123,151.005,4
34,Shuggie,We Are the 21st Century Ambassadors of Peace & Magic,Foxygen,2013-01-22,201706,61,0.467,0.101,0.467,0.645,0.00524,0.144,-7.614,0.0364,127.947,3
35,Sun Medallion,Was Dead,King Tuff,2008,150713,0,0.615,0.409,0.615,0.756,0.000142,0.0751,-5.14,0.0418,124.103,4
36,California Shake,25 Demos,Margo Guryan,2001-09-04,207840,0,0.526,0.105,0.526,0.615,0.0477,0.207,-8.693,0.0386,78.966,4
37,"É Preciso Dar Um Jeito, Meu Amigo","Carlos, Erasmo [Versão Com Bônus (1971)]",Erasmo Carlos,1971-01-01,227040,49,0.327,0.0814,0.327,0.674,1.57e-05,0.0758,-5.402,0.0415,148.399,4
38,Let It bleed,World Music,Goat,2012-08-20,234786,38,0.537,0.00127,0.537,0.945,0.685,0.0949,-2.288,0.0408,97.928,4
39,Baby Blue,Inner Mystique,The Chocolate Watchband,1968,192560,37,0.535,0.044,0.535,0.816,0.000435,0.117,-8.534,0.0286,105.635,4
40,Glowin' (2018 Remaster),The Rationals (Deluxe Edition),The Rationals,1970-01-01,255024,28,0.385,0.307,0.385,0.42,6.43e-06,0.192,-12.961,0.0347,82.298,4
41,Boogieman Sam,Boogieman Sam,King Gizzard & The Lizard Wizard,2019-03-28,281920,0,0.416,0.0686,0.416,0.753,0.179,0.357,-6.732,0.0563,173.825,4
42,Slow,Babble,Beans,2018-08-17,216193,0,0.315,0.0611,0.315,0.926,0.781,0.122,-5.561,0.0617,162.811,4
43,What's in My Head?,Fuzz,Fuzz,2013-10-01,234880,51,0.371,0.000723,0.371,0.449,0.868,0.203,-10.117,0.0263,74.958,4
44,Anemone,Their Satanic Majesties' Second Request,The Brian Jonestown Massacre,1996,334466,0,0.527,0.0599,0.527,0.636,0.843,0.204,-12.888,0.0347,83.101,4
45,This American Life,The Bardo Story,Salvia Plath,2013-07-08,145266,37,0.455,0.302,0.455,0.386,0.00221,0.101,-11.75,0.0306,90.345,4
46,Agitations tropicales,Odyssée - EP,L'Impératrice,2015-10-12,248892,63,0.76,0.564,0.76,0.401,0.259,0.0977,-9.537,0.0674,115.989,4
47,Vanille fraise,Vanille fraise,L'Impératrice,2015,238183,64,0.767,0.0399,0.767,0.547,0.485,0.0949,-11.458,0.0474,103.03,4
48,Canopée,Caravelle,Polo & Pan,2017-05-19,276293,66,0.704,0.0942,0.704,0.692,0.0109,0.0922,-6.558,0.0304,96.005,4
49,Sonate pacifique,Sonate pacifique - EP,L'Impératrice,2014-09-16,348944,0,0.557,0.627,0.557,0.534,0.0192,0.425,-8.863,0.0328,99.99,4
50,Plage isolée (Soleil couchant),Plage isolée - EP,Polo & Pan,2015-06-15,359035,0,0.783,0.0779,0.783,0.437,0.157,0.0805,-8.735,0.0333,96.996,4
51,Ann Wants to Dance,Green Juice,Papooz,2016-06-03,210786,55,0.742,0.672,0.742,0.436,0.0292,0.183,-10.992,0.027,100.859,4
52,Nanã,Caravelle,Polo & Pan,2017-05-19,190826,67,0.685,0.191,0.685,0.735,0.038,0.188,-6.337,0.0334,94.035,3
53,How Much (You Want Her) 2017,Rust & Gold,Isaac Delusion,2017-04-07,220626,51,0.654,0.0125,0.654,0.665,0.19,0.0872,-7.335,0.0571,109.965,4
54,Gamesofluck,Gamesofluck,Parcels,2016-10-28,348093,0,0.659,0.128,0.659,0.757,0.485,0.0859,-5.275,0.038,104.997,4
55,Tieduprightnow,Tieduprightnow,Parcels,2018-04-27,249956,69,0.863,0.291,0.863,0.533,0.00126,0.0794,-7.986,0.0484,102.025,4
56,Harvest Moon,Pacific Standard Time,Poolside,2012-07-09,368783,66,0.782,0.288,0.782,0.622,0.53,0.58,-5.832,0.0411,106.022,4
57,Kiss You Forever,Pacific Standard Time,Poolside,2012-07-09,332520,47,0.662,0.133,0.662,0.889,0.00566,0.044,-4.417,0.0401,96.012,4
58,Hot In The Shade,Heat,Poolside,2017-06-20,233196,43,0.791,0.219,0.791,0.511,0.945,0.0859,-10.66,0.0388,102.038,3
59,Leila - Poolside Remix,Leila (Poolside Remix),Miami Horror,2017-06-30,318461,0,0.769,0.0139,0.769,0.768,0.0215,0.0469,-7.542,0.0366,103.997,4
60,Séquences - Parcels Remix,Séquences (Remixes),L'Impératrice,2017-09-27,265800,46,0.824,0.251,0.824,0.666,0.574,0.0582,-9.008,0.0509,120.005,4
61,Flash,Flash,Lewis OfMan,2018-01-19,179417,0,0.651,0.186,0.651,0.739,0.81,0.0384,-4.845,0.0433,103.05,4
62,Back for More,Still Waters,Breakbot,2016-02-05,255386,41,0.776,0.029,0.776,0.745,0.653,0.062,-6.516,0.0331,114.997,4
63,Little L,A funk odyssey,Jamiroquai,2001-09-11,295400,66,0.878,0.168,0.878,0.724,0.0116,0.133,-5.373,0.129,121.906,4
64,Human Animal,Human Animal,Total Giovanni,2014-10-31,356481,47,0.755,0.00504,0.755,0.852,0.0154,0.876,-5.965,0.0464,113.99,4
65,Atomic Bomb - William Onyeabor vs. Hot Chip,What?!,William Onyeabor,2014-05-06,436236,49,0.834,0.0145,0.834,0.56,0.282,0.446,-10.062,0.0439,125.798,4
66,Prettiest Virgin (Radio Edit),Prettiest Virgin,Agar Agar,2016-04-22,270000,0,0.946,0.162,0.946,0.493,0.297,0.0875,-9.654,0.0509,120.012,4
67,Two Fish and an Elephant,The Universe Smiles Upon You,Khruangbin,2015-11-06,213760,59,0.452,0.0153,0.452,0.579,0.893,0.637,-11.085,0.0476,84.615,4
68,I'm In Love - Poolside Remix,I'm In Love,Fool's Gold,2015-03-03,383620,0,0.745,0.0647,0.745,0.849,0.111,0.0774,-7.886,0.0594,106.005,4
69,Morse Code (feat. Odile & Geoffroy),Headroom,Men I Trust,2015-06-30,204827,47,0.746,0.111,0.746,0.496,0.826,0.0785,-13.131,0.0477,116.003,4
70,Marcel,Marcel,Her's,2016-10-13,187571,50,0.624,0.529,0.624,0.65,0.0748,0.334,-5.993,0.0277,106.99,4
71,Lightenup - Alex Metric Remix,Lightenup (Alex Metric Remix),Parcels,2019-02-01,438717,50,0.729,0.00562,0.729,0.688,0.295,0.0696,-5.946,0.0397,123.016,4
72,Theatrical State of Mind,Night Sketches,Papooz,2019-03-08,192039,51,0.786,0.00688,0.786,0.544,0.00392,0.123,-9.157,0.0414,94.991,4
73,All Night,Love Songs: Part Two,Romare,2016-11-11,294211,57,0.885,0.0868,0.885,0.485,0.79,0.0883,-9.299,0.0872,106.394,4
74,After the Disco,After the Disco,Broken Bells,2014-01-31,219293,0,0.729,0.00226,0.729,0.74,0.0305,0.13,-5.444,0.0258,115.984,4
75,La piscine,La piscine - EP,Hypnolove,2016-05-20,229146,36,0.758,0.107,0.758,0.729,0.0104,0.314,-5.322,0.0373,119.98,4
76,Hideout,Hideout,Parcels,2017-01-27,266454,0,0.784,0.273,0.784,0.587,0.0107,0.356,-6.361,0.0422,107.999,4
77,Intentions,Rules,The Whitest Boy Alive,2009-02-27,219426,47,0.888,0.114,0.888,0.415,0.13,0.0905,-6.583,0.0405,93.714,4
78,Disco Yes,Geography,Tom Misch,2018-04-06,280878,64,0.927,0.42,0.927,0.551,0.0346,0.298,-6.624,0.0921,123.042,4
79,Wait for Me,Anyone,Swim Mountain,2017-05-05,186983,41,0.79,0.179,0.79,0.63,0.00254,0.142,-5.957,0.0378,104.986,4
80,...Y Era Verano,...Y Era Verano,Colectivo Da Silva,2018-08-31,246773,0,0.642,0.202,0.642,0.644,0.221,0.104,-6.916,0.0304,112.055,4
81,Feel Alright,Heat,Poolside,2017-06-20,244459,54,0.604,0.00696,0.604,0.794,0.121,0.067,-5.58,0.0394,105.992,4
82,Monky Disco,The Babe Rainbow (AUS),Babe Rainbow,2017-09-01,208066,44,0.574,0.00796,0.574,0.873,0.0226,0.876,-4.711,0.058,123.007,4
83,Can't Stop Your Lovin',Can't Stop Your Lovin',Poolside,2019-07-24,237533,60,0.705,0.672,0.705,0.782,0.00496,0.138,-6.284,0.0377,90.997,4
84,Love Is The Drug - Todd Terje Disco Dub,Cafe Mambo Ibiza 2012 (Unmixed DJ Format),Various Artists,2012-10-12,424240,1,0.77,0.0134,0.77,0.873,0.716,0.165,-5.76,0.042,125.826,4
85,Disco 2000,Different Class,Pulp,1995-10-30,273573,64,0.565,0.0132,0.565,0.902,0.0,0.0561,-7.579,0.0725,133.11,4
86,Parties In The U.S.A.,Action Packed: The Best of Jonathan Richman,Jonathan Richman,2002-01-01,288093,16,0.833,0.737,0.833,0.459,0.000717,0.128,-9.989,0.0406,114.696,4
87,So What,So What,Hidden Fees,2014-02-11,407236,37,0.728,0.0206,0.728,0.872,0.000696,0.0921,-5.31,0.0354,102.022,4
88,"Heavy, California",For Ever,Jungle,2018-09-14,184599,8,0.674,0.0733,0.674,0.713,0.139,0.169,-7.46,0.036,111.017,4
89,Devil's Run,Je Ne Sais Quoi,PillowTalk,2014-03-17,261252,35,0.789,0.0232,0.789,0.419,0.821,0.102,-10.116,0.0326,125.966,4
90,Charlotte - Taylor Skye Remix,Lost My Key in the <3 Club <3,Jockstrap,2019-04-05,218818,17,0.682,0.138,0.682,0.768,5.34e-05,0.108,-5.352,0.0477,133.488,4
91,Dear Skorpio Magazine,Vega Intl. Night School,Neon Indian,2015-10-16,236815,12,0.691,0.262,0.691,0.896,0.000474,0.277,-4.929,0.0966,103.959,4
92,Buttercup,Pop Food,Jack Stauber,2017-03-25,208026,76,0.705,0.723,0.705,0.373,0.81,0.289,-9.066,0.0384,120.046,4
93,Rip It Up,Rip It Up,Orange Juice,1982-11-01,320413,55,0.881,0.0532,0.881,0.546,0.000149,0.0497,-9.357,0.0407,102.814,4
94,But I Do,Street Bangerz Volume 6: Playhouse,Poldoore,2012-05-30,240000,56,0.65,0.00137,0.65,0.7,0.343,0.147,-5.632,0.0346,93.007,4
95,Time (You and I),Time (You and I),Khruangbin,2020-04-27,342189,54,0.751,0.00945,0.751,0.491,0.149,0.0708,-13.677,0.045,105.408,4
96,Tondoho Mba,Straight from the Decks (Guts Finest Selection from His Famous DJ Sets),Guts,2019-07-05,282600,44,0.707,0.115,0.707,0.848,0.0857,0.0834,-11.249,0.0427,132.976,4
97,Happy Days,"Star Funk, Vol. 2",Various Artists,1992-01-01,484093,19,0.749,0.00338,0.749,0.647,0.037,0.0761,-15.669,0.0626,114.694,4
98,Moonboots,Best of Afro Funk (Afrobeat Music & Dance Hits),Various Artists,2014-09-11,301240,0,0.557,5.29e-05,0.557,0.858,0.77,0.117,-5.128,0.0407,121.52,4
99,Makes You Fly,Nice Guys Love You (Vol. 1),Nice Guys,2019-06-28,368723,47,0.607,0.00564,0.607,0.933,0.292,0.115,-5.135,0.0548,111.006,4
100,"Why - 12"" Version",Soup for One (Original Motion Picture Soundtrack),Various Artists,1982-01-01,493989,43,0.676,0.00576,0.676,0.861,0.00916,0.02,-8.991,0.0537,92.361,4
101,The Sweetest Meditation,Harmonies,Lord Echo,2017-04-07,354213,56,0.775,0.198,0.775,0.805,0.111,0.0912,-8.594,0.0518,114.886,4
102,The Magnificent Dance,Super Black Market Clash,The Clash,1993-10-26,336600,26,0.752,0.017,0.752,0.586,0.62,0.115,-12.069,0.0409,116.07,4
103,D.A.N.C.E,Justice,Justice,2007-06-11,242266,65,0.613,0.034,0.613,0.962,0.0,0.824,-5.07,0.278,113.015,4
104,Submarine,Tako Tsubo,L'Impératrice,2021-03-26,285574,57,0.843,0.208,0.843,0.441,0.00226,0.18,-11.659,0.048,114.035,4
105,The Divine Chord,We Will Always Love You,The Avalanches,2020-12-11,187586,62,0.557,0.104,0.557,0.863,0.0,0.697,-5.321,0.0391,105.362,4
106,One Another,This Old Dog,Mac DeMarco,2017-05-05,166213,0,0.82,0.196,0.82,0.579,0.184,0.113,-9.601,0.0279,104.928,4
107,Ode To Viceroy,2,Mac DeMarco,2013-08-09,233760,41,0.515,0.237,0.515,0.637,0.0242,0.129,-6.382,0.0494,94.719,4
108,Salad Days,Salad Days,Mac DeMarco,2014-03-28,145893,45,0.433,0.0895,0.433,0.784,0.0372,0.124,-6.886,0.0382,200.672,4
109,One More Love Song,One More Love Song,Mac DeMarco,2017-04-27,241066,52,0.693,0.77,0.693,0.322,0.506,0.0939,-11.224,0.0314,141.042,4
110,My Kind Of Woman,2,Mac DeMarco,2013-08-09,190848,57,0.5,0.00331,0.5,0.774,0.62,0.185,-7.062,0.0279,91.769,4
111,Chamber Of Reflection,Salad Days,Mac DeMarco,2014-03-28,231720,55,0.535,0.263,0.535,0.554,0.904,0.105,-8.672,0.0792,131.226,4
112,My Old Man,My Old Man,Mac DeMarco,2017-02-06,221653,0,0.663,0.649,0.663,0.578,0.37,0.0985,-11.515,0.0333,149.272,4
113,The Way You’d Love Her,Another One,Mac DeMarco,2015-07-08,156430,32,0.641,0.589,0.641,0.501,0.0625,0.335,-9.333,0.0226,92.188,4
114,Blue Boy,Salad Days,Mac DeMarco,2014-03-28,126226,39,0.292,0.467,0.292,0.792,0.349,0.18,-5.831,0.0557,79.94,4
115,A Wolf Who Wears Sheeps Clothes,This Old Dog,Mac DeMarco,2017-05-05,169066,0,0.828,0.276,0.828,0.538,0.0485,0.0828,-8.559,0.0383,115.046,4
116,Only You,Rock And Roll Night Club,Mac DeMarco,2012-01-01,179858,28,0.348,0.00756,0.348,0.741,0.00121,0.135,-7.738,0.125,114.382,4
117,Cooking Up Something Good,2,Mac DeMarco,2013-08-09,161013,36,0.749,0.0702,0.749,0.433,0.00185,0.148,-7.646,0.0314,98.142,3
118,On the Level,On the Level,Mac DeMarco,2017-04-12,227653,49,0.573,0.0944,0.573,0.473,0.397,0.199,-10.839,0.0268,77.494,4
119,Another One,Another One,Mac DeMarco,2015-07-08,160991,32,0.694,0.821,0.694,0.407,0.021,0.106,-10.325,0.0276,147.684,4
120,Let Her Go,Salad Days,Mac DeMarco,2014-03-28,182613,35,0.6,0.00422,0.6,0.676,0.135,0.175,-7.574,0.0304,111.104,4
121,Freaking Out The Neighborhood,2,Mac DeMarco,2013-08-09,173866,53,0.573,0.061,0.573,0.819,0.029,0.386,-5.735,0.0866,143.263,4
122,This Old Dog,This Old Dog,Mac DeMarco,2017-02-06,150546,0,0.746,0.242,0.746,0.396,0.117,0.264,-10.855,0.042,138.801,4
123,I'm A Man,Rock And Roll Night Club,Mac DeMarco,2012-01-01,152413,24,0.376,0.342,0.376,0.881,0.00181,0.156,-5.019,0.247,96.674,4
124,No Other Heart,Another One,Mac DeMarco,2015-07-08,173117,28,0.67,0.517,0.67,0.684,0.0103,0.126,-7.47,0.0242,94.261,4
125,Still Together,2,Mac DeMarco,2013-08-09,219373,30,0.656,0.631,0.656,0.152,0.00082,0.0647,-14.07,0.0525,97.452,4
126,She's Really All I Need,Rock And Roll Night Club,Mac DeMarco,2012-01-01,183946,27,0.579,0.649,0.579,0.605,0.649,0.216,-8.952,0.0252,106.239,4
127,Passing Out Pieces,Salad Days,Mac DeMarco,2014-03-28,167093,33,0.277,0.00061,0.277,0.709,1.58e-06,0.0839,-6.848,0.0442,161.836,4
128,Dreaming,2,Mac DeMarco,2013-08-09,147320,33,0.487,0.012,0.487,0.526,0.0737,0.145,-8.511,0.0458,163.219,4
129,A Heart Like Hers,Another One,Mac DeMarco,2015-07-08,241860,28,0.56,0.801,0.56,0.381,0.000154,0.125,-8.503,0.0291,147.432,4
130,Pepperoni Playboy,Salad Days Demos,Mac DeMarco,2014-06-17,151147,0,0.645,0.546,0.645,0.526,0.716,0.297,-10.068,0.0448,89.754,4
131,Baby's Wearing Blue Jeans,Rock And Roll Night Club,Mac DeMarco,2012-01-01,213493,27,0.465,0.00199,0.465,0.894,0.000907,0.0907,-4.814,0.071,128.578,4
132,Brother,Salad Days,Mac DeMarco,2014-03-28,212746,31,0.564,0.138,0.564,0.671,0.0394,0.35,-5.182,0.0303,93.198,4
133,Cooking Up Something Good,Live & Acoustic Vol. 1,Mac DeMarco,2013-12-14,180883,44,0.435,0.63,0.435,0.169,0.00958,0.781,-19.538,0.0428,97.288,3
134,Dreamin' Fast,2 Demos,Mac DeMarco,2013-11-15,103506,44,0.295,0.000561,0.295,0.812,0.524,0.497,-5.389,0.148,82.81,4
135,Without Me,Another One,Mac DeMarco,2015-07-08,177196,28,0.515,0.494,0.515,0.583,0.248,0.271,-7.612,0.0403,161.737,4
136,Crime,Atlas,Real Estate,2014-03-03,195960,0,0.585,0.122,0.585,0.868,0.446,0.356,-6.345,0.0279,120.697,3
137,Talking Backwards,Atlas,Real Estate,2014-03-03,187733,0,0.408,0.0299,0.408,0.875,0.823,0.169,-6.036,0.0301,150.782,4
138,All The Same,Days,Real Estate,2011-10-18,441946,0,0.534,0.0838,0.534,0.794,0.62,0.0962,-5.775,0.0303,128.745,4
139,Kinder Blumen,Days,Real Estate,2011-10-18,235533,0,0.431,0.181,0.431,0.731,0.0644,0.0814,-6.397,0.0264,105.279,4
140,It's Real,Days,Real Estate,2011-10-18,168493,0,0.419,0.00928,0.419,0.856,0.0964,0.124,-5.443,0.0298,152.009,4
141,Darling,In Mind,Real Estate,2017-03-17,260386,60,0.596,0.00878,0.596,0.894,0.00659,0.104,-5.407,0.0265,132.994,5
142,Doused,Oshin,DIIV,2012-06-26,222973,55,0.379,0.0674,0.379,0.868,0.763,0.0645,-4.913,0.038,169.984,4
143,Under the Sun,Is the Is Are,DIIV,2016-02-05,226999,53,0.552,0.00143,0.552,0.851,0.774,0.131,-6.229,0.033,154.962,4
144,Out of Mind,Is the Is Are,DIIV,2016-02-05,188050,46,0.478,0.000445,0.478,0.955,0.892,0.0541,-5.342,0.0542,154.896,4
145,San Francisco,We Are the 21st Century Ambassadors of Peace & Magic,Foxygen,2013-01-22,227906,54,0.623,0.245,0.623,0.65,0.000913,0.146,-7.953,0.0274,116.74,4
146,On Blue Mountain,We Are the 21st Century Ambassadors of Peace & Magic,Foxygen,2013-01-22,350933,44,0.322,0.224,0.322,0.858,0.0272,0.0952,-7.412,0.0491,134.64,4
147,No Destruction,We Are the 21st Century Ambassadors of Peace & Magic,Foxygen,2013-01-22,296573,42,0.599,0.31,0.599,0.676,0.0013,0.14,-8.213,0.0261,112.977,4
148,Cosmic Vibrations,…And Star Power,Foxygen,2014-10-14,301373,36,0.313,0.0255,0.313,0.642,0.00626,0.386,-8.42,0.0437,124.858,4
149,In the Darkness,We Are the 21st Century Ambassadors of Peace & Magic,Foxygen,2013-01-22,121013,37,0.361,0.304,0.361,0.87,0.0119,0.111,-6.019,0.0417,173.24,4
150,I Follow You,Melody's Echo Chamber,Melody's Echo Chamber,2013,214400,51,0.222,0.02,0.222,0.801,0.319,0.114,-4.892,0.0394,200.76,4
151,Oh the Saviour,Volcano,Temples,2017-03-03,225453,32,0.422,0.0312,0.422,0.749,0.0,0.0775,-7.739,0.0467,156.493,4
152,The Golden Throne,Sun Structures (Deluxe Version),Temples,2014,250649,32,0.49,0.00155,0.49,0.814,0.0286,0.116,-6.212,0.0468,118.016,4
153,A Place To Start,Corsicana Lemonade,White Denim,2013-10-01,277693,39,0.616,0.0537,0.616,0.614,0.0874,0.107,-9.724,0.0242,99.06,4
154,At Night In Dreams,Corsicana Lemonade,White Denim,2013-10-01,244346,44,0.54,0.0583,0.54,0.934,0.0,0.215,-5.907,0.0687,88.425,4
155,Take It Easy (Ever After Lasting Love),Stiff,White Denim,2016-03-25,207106,45,0.591,0.728,0.591,0.453,0.0395,0.142,-11.467,0.0369,98.943,4
156,Ha Ha Ha Ha (Yeah),Stiff,White Denim,2016-03-25,233960,38,0.713,0.00808,0.713,0.911,0.0,0.131,-5.45,0.0467,134.822,4
157,Survive,Abandoned Mansion,Dr. Dog,2017-01-31,243737,0,0.59,0.0381,0.59,0.812,0.00166,0.312,-6.437,0.0325,118.878,4
158,Swamp Livin',Toothbrush,Dr. Dog,2003-01-01,280800,13,0.351,0.938,0.351,0.374,0.048,0.214,-13.915,0.0386,134.302,4
159,Adeline,Toothbrush,Dr. Dog,2003-01-01,199173,17,0.465,0.945,0.465,0.45,0.107,0.136,-9.245,0.0277,100.969,4
160,It's Time to Wake Up 2023,Psycho Tropical Berlin,La Femme,2013-04-20,411440,51,0.675,0.314,0.675,0.585,0.666,0.0888,-6.886,0.0264,109.982,4
161,Wakin on a Pretty Day,Wakin On A Pretty Daze,Kurt Vile,2013-04-08,570733,7,0.379,0.0472,0.379,0.782,0.748,0.265,-8.163,0.0358,101.698,4
162,Hamilton Road,III: Arcade Dynamics,Ducktails,2011-01-18,144770,37,0.602,0.379,0.602,0.759,0.964,0.282,-5.233,0.0279,111.606,4
163,Moving to the Left,With Light and with Love,Woods,2014-04-15,322544,38,0.568,0.064,0.568,0.936,0.00099,0.148,-6.365,0.0504,150.067,4
164,Handle With Care,"The Traveling Wilburys, Vol. 1",Traveling Wilburys,1988-10-18,199586,65,0.676,0.109,0.676,0.771,0.0,0.247,-5.981,0.0283,115.073,4
165,End Of The Line,"The Traveling Wilburys, Vol. 1",Traveling Wilburys,1988-10-18,209520,69,0.578,0.163,0.578,0.836,1.36e-06,0.0583,-6.607,0.0512,167.026,4
166,Tweeter And The Monkey Man,"The Traveling Wilburys, Vol. 1",Traveling Wilburys,1988-10-18,327853,54,0.803,0.103,0.803,0.861,0.0,0.0801,-5.393,0.05,110.528,4
167,Last Night,"The Traveling Wilburys, Vol. 1",Traveling Wilburys,1988-10-18,231240,52,0.814,0.157,0.814,0.896,0.000199,0.356,-6.226,0.0317,124.401,4
168,Not Alone Any More,"The Traveling Wilburys, Vol. 1",Traveling Wilburys,1988-10-18,204560,49,0.662,0.239,0.662,0.697,3.04e-06,0.0619,-6.225,0.0274,119.535,4
169,Band On The Run - Remastered 2010,Band On The Run (Standard),Wings,1973-12-05,313026,72,0.479,0.0832,0.479,0.601,0.00142,0.11,-8.806,0.0318,124.966,4
