,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
32,"Symphony No. 40 in G Minor, K. 550: I. Allegro molto","Mozart: Symphonies Nos. 40, 28 and 31",Wolfgang Amadeus Mozart,1988-10-15,451333,53,0.416,0.943,0.416,0.174,0.916,0.118,-16.689,0.0353,109.35,4
33,"Mozart: Horn Concerto No. 4 in E-Flat Major, K. 495: III. Rondo. Allegro vivace",Mozart Horn Concertos,Wolfgang Amadeus Mozart,1987,223946,50,0.269,0.994,0.269,0.149,0.915,0.11,-21.164,0.0445,180.748,3
34,"Requiem in D minor, K.626: 3. Sequentia: Confutatis",Mozart: Requiem; Kyrie in D minor,Wolfgang Amadeus Mozart,1987-01-01,147573,0,0.128,0.991,0.128,0.0386,0.94,0.104,-23.759,0.0434,75.081,4
35,Ave verum corpus,The Music of King's: Choral Favourites from Cambridge,Stephen Cleobury,2019-03-22,164386,54,0.21,0.979,0.21,0.101,0.964,0.106,-25.054,0.0418,76.627,3
36,"Adagio in E Major, K. 261",Mozart: Works for Violin & Orchestra,Wolfgang Amadeus Mozart,1982,517360,58,0.194,0.969,0.194,0.079,0.498,0.126,-21.389,0.0425,100.309,4
37,"Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio",Mozart: Clarinet Concerto/Debussy: Première Rhapsodie/Takemitsu: Fantasma/Cantos,Sabine Meyer,1999-12-31,394560,59,0.15,0.976,0.15,0.0115,0.191,0.0836,-26.636,0.0425,101.769,3
38,"Fantasia in D Minor, K.397","Mozart: Piano Sonatas K.310, K.311 & K.533/494",Wolfgang Amadeus Mozart,2003-01-01,316653,61,0.382,0.994,0.382,0.0499,0.906,0.109,-25.262,0.0548,125.903,4
39,"Piano Concerto No. 23 in A Major, K. 488: 2. Adagio - Live",Hosokawa / Mozart (Live),Momo Kodama,2021-03-12,431146,50,0.219,0.978,0.219,0.0283,0.943,0.133,-28.784,0.0375,90.879,3
40,"Klavierstück in F Major, K. 33b",Piano Magic,Lang Lang,2018-09-28,56066,48,0.62,0.986,0.62,0.179,0.948,0.13,-19.86,0.0585,124.809,4
41,"Die Zauberflöte / Act 2: ""Der Hölle Rache kocht in meinem Herze""",Mozart: Die Zauberflöte,Wolfgang Amadeus Mozart,1991-01-01,249240,50,0.467,0.932,0.467,0.237,0.000116,0.151,-17.068,0.164,107.11,3
42,"Serenade No. 6 in D Major, K. 239 ""Serenata notturna"": III. Rondo: Allegro - Adagio - Allegro",Mozart: Kleine Nachtmusik (Eine) / Serenata Notturna / Divertimento No. 10,Wolfgang Amadeus Mozart,1988-02-05,327960,48,0.461,0.944,0.461,0.0593,0.168,0.117,-19.804,0.0483,88.692,4
43,"Piano Concerto No.27 in B flat, K.595: 2. Larghetto","Mozart: Piano Concertos No.20 in D minor, K.466 & No.27 in B flat, K.595",Wolfgang Amadeus Mozart,2010-01-01,452706,53,0.171,0.987,0.171,0.0115,0.848,0.0991,-30.173,0.0436,72.404,4
44,"Così fan tutte, K. 588: Overture",Mozart: Così Fan Tutte,Wolfgang Amadeus Mozart,1990-11-02,262440,47,0.295,0.965,0.295,0.12,0.821,0.223,-17.601,0.0472,152.712,4
45,"Le nozze di Figaro, K. 492, Act II No. 12: Arietta - Voi, che sapete",Mozart: Nozze Di Figaro (Le) (The Marriage of Figaro),Wolfgang Amadeus Mozart,2004-05-08,165693,47,0.322,0.991,0.322,0.0809,0.00243,0.175,-20.253,0.0517,117.537,4
46,"Requiem in D minor, K.626: 3. Sequentia: Dies irae",Mozart: Requiem; Kyrie in D minor,Wolfgang Amadeus Mozart,1987-01-01,106000,0,0.291,0.973,0.291,0.372,0.285,0.144,-16.74,0.0358,161.722,4
47,"Symphony No. 41 in C Major, K. 551 ""Jupiter"": I. Allegro vivace","Mozart: Symphonies Nos. 25, 32 and 41",Wolfgang Amadeus Mozart,1988-06-30,682000,47,0.373,0.912,0.373,0.103,0.782,0.166,-19.958,0.0439,79.728,4
48,"Die Zauberflöte, K. 620: Ouverture",Mozart: Zauberflöte (Die) (The Magic Flute),Wolfgang Amadeus Mozart,1994-01-25,401400,48,0.296,0.969,0.296,0.115,0.749,0.132,-19.629,0.0431,90.029,4
49,"Requiem in D minor, K.626: 3. Sequentia: Lacrimosa",Mozart: Requiem; Kyrie in D minor,Wolfgang Amadeus Mozart,1987-01-01,170426,0,0.164,0.979,0.164,0.0785,0.13,0.132,-21.377,0.0327,147.057,3
50,"Vesperae solennes de confessore, K. 339: V. Laudate Dominum",Mozart: Solemn Vespers,Wolfgang Amadeus Mozart,2000-02-07,256200,48,0.109,0.988,0.109,0.0414,0.114,0.106,-25.91,0.0482,82.111,5
51,"Requiem in D minor, K.626: 1. Introitus: Requiem",Mozart: Requiem; Kyrie in D minor,Wolfgang Amadeus Mozart,1987-01-01,272426,0,0.103,0.972,0.103,0.09,0.733,0.315,-22.159,0.0331,89.511,4
52,"Violin Concerto No. 3 in G Major, K. 216: I. Allegro",Mozart: Violin Concertos Nos. 3 and 5,Wolfgang Amadeus Mozart,1990-12-29,580573,46,0.414,0.978,0.414,0.0877,0.456,0.38,-19.015,0.0438,119.365,4
53,"Die Entführung Aus Dem Serail - Arie : Ach, iche liebte, war so...",Mozart: Opera Arias,Wolfgang Amadeus Mozart,2002-02-01,308226,46,0.394,0.964,0.394,0.0883,0.00137,0.0807,-20.867,0.0538,121.678,4
54,"Piano Sonata No. 15 in F Major, K. 533: III. Rondo","Mozart: Piano Sonatas, Vol. 3",Wolfgang Amadeus Mozart,2016-01-01,397386,49,0.405,0.994,0.405,0.0873,0.913,0.0909,-26.079,0.0421,137.327,4
55,"Violin Sonata No. 22 in A Major, K. 305: I. Allegro di molto","Mozart: Violin Concertos Nos. 3, 4 & Violin Sonata No. 22",Wolfgang Amadeus Mozart,2014-01-13,310720,46,0.43,0.973,0.43,0.103,0.673,0.141,-23.738,0.0514,152.591,4
56,"Don Giovanni, ossia Il dissoluto punito, K.527 / Act 2: ""Don Giovanni, a cenar teco m'invitasti""",Mozart: Don Giovanni,Wolfgang Amadeus Mozart,2012-01-01,391746,42,0.215,0.976,0.215,0.262,0.445,0.288,-13.525,0.0425,75.554,4
57,"Serenade in D, K.250 ""Haffner"": 4. Rondo (Allegro)",Mozart: The Great Serenades,Wolfgang Amadeus Mozart,1999-01-01,440506,45,0.387,0.949,0.387,0.144,0.457,0.171,-23.357,0.0387,140.816,4
58,"Piano Sonata No.15 In F, K.533/494: 1. Allegro, K.533 - 2002 Recording","Mozart: Piano Sonatas K.310, K.311 & K.533/494",Wolfgang Amadeus Mozart,2003-01-01,494000,46,0.292,0.992,0.292,0.14,0.91,0.1,-22.971,0.036,85.169,4
59,"Piano Sonata No. 11 in A Major, K. 331: III. Rondo alla turca: Allegretto","Mozart: Piano Sonatas, Vol. 4 (Piano Sonatas Nos. 3, 7, 11 and 18)",Wolfgang Amadeus Mozart,1991-10-16,197866,47,0.485,0.992,0.485,0.199,0.913,0.13,-20.257,0.0372,135.792,4
60,"Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": II. Romanze: Andante",Mozart: Kleine Nachtmusik (Eine) / Serenata Notturna / Divertimento No. 10,Wolfgang Amadeus Mozart,1988-02-05,363973,53,0.323,0.937,0.323,0.0346,0.828,0.097,-22.295,0.0444,143.341,4
61,"Serenade No. 12 in C Minor, K. 388: II. Andante",Mozart: Wind Serenades,Wolfgang Amadeus Mozart,2002-03-14,251200,49,0.156,0.995,0.156,0.0282,0.924,0.115,-24.382,0.038,76.728,3
62,"Sonata for 2 pianos in D, K.448: 1. Allegro con spirito",Mozart: Music for 2 Pianos; Piano Duets (2 CDs),Wolfgang Amadeus Mozart,1991-01-01,500500,0,0.377,0.991,0.377,0.173,0.909,0.103,-21.377,0.0329,132.187,4
63,"Die Zauberflöte, K. 620: Act II: Pa-Pa-Pa-Pa-Pa-Pa-Papagena!",Mozart: Zauberflöte (Die) (The Magic Flute),Wolfgang Amadeus Mozart,1994-01-25,150120,44,0.473,0.975,0.473,0.194,0.106,0.131,-19.132,0.0441,109.963,4
64,"String Quintet No. 3 in C Major, K. 515: I. Allegro","Mozart: String Quintets, K. 174 and K. 515",Wolfgang Amadeus Mozart,1994-10-07,586400,44,0.176,0.91,0.176,0.0709,0.874,0.115,-22.744,0.0442,76.674,4
65,"Don Giovanni, K. 527: Overture",Mozart: Don Giovanni,Wolfgang Amadeus Mozart,2001-12-05,354240,44,0.31,0.906,0.31,0.125,0.904,0.258,-17.338,0.0363,129.938,4
66,"Oboe Concerto in C Major, K. 314: I. Allegro aperto - Cadenza: Randall Wolfgang",Mozart: Horn Concertos Nos.2 & 3; Oboe Concerto; Bassoon Concerto,Wolfgang Amadeus Mozart,1988-01-01,432826,46,0.521,0.952,0.521,0.11,0.931,0.0669,-19.175,0.0434,120.767,4
67,"Violin Concerto No. 3 in G Major, K. 216: III. Rondeau. Allegro",Mozart: Violin Concertos Nos. 3 and 5,Wolfgang Amadeus Mozart,1990-12-29,399546,44,0.442,0.981,0.442,0.0802,0.529,0.124,-21.277,0.0468,118.977,3
68,"Divertimento in B-Flat Major, K. Anh. 227: I. Allegro",Mozart: Wind Serenades,Wolfgang Amadeus Mozart,2002-03-14,183933,43,0.499,0.994,0.499,0.266,0.891,0.11,-21.114,0.0514,175.392,3
69,"Ein Musikalischer Spass (A Musical Joke), K. 522: IV. Presto",Mozart: Night Music,Wolfgang Amadeus Mozart,2003-01-10,249026,44,0.402,0.905,0.402,0.133,0.000931,0.0789,-24.175,0.0374,130.79,4
70,"Sonata For Piano And Violin In E Minor, K.304: 2. Tempo di minuetto","Mozart: Violin Sonatas K.301, 304, 376 & 526",Wolfgang Amadeus Mozart,2005-01-01,337586,51,0.35,0.968,0.35,0.118,0.0607,0.118,-21.192,0.0415,124.135,3
71,"Symphony No. 6 in F Major, K. 43: IV. Allegro","Mozart: Symphonien Nos. 6, 8, 38, ""Prague""",Wolfgang Amadeus Mozart,2010-08-01,164466,43,0.508,0.959,0.508,0.128,0.947,0.215,-23.332,0.0374,92.727,3
72,"Oboe Concerto in C Major, K. 314: III. Rondo (Allegretto) - Cadenza: Randall Wolfgang",Mozart: Horn Concertos Nos.2 & 3; Oboe Concerto; Bassoon Concerto,Wolfgang Amadeus Mozart,1988-01-01,338093,44,0.548,0.966,0.548,0.136,0.91,0.0856,-19.919,0.0425,117.692,4
73,"Mozart: Zaide, K. 344/336b, Act 1 Scene 3: No. 3, Arie, ""Ruhe sanft, mein holdes Leben"" (Zaide)",Mozart Heroines,Wolfgang Amadeus Mozart,2000-11-01,381506,48,0.229,0.96,0.229,0.109,0.0179,0.181,-22.478,0.0593,166.41,4
74,"String Quartet No.19 In C, K.465 - ""Dissonance"": 3. Allegretto","Mozart: The ""Haydn"" Quartets",Wolfgang Amadeus Mozart,1991-01-01,282000,43,0.353,0.943,0.353,0.0815,0.529,0.392,-18.823,0.0516,178.427,3
75,"Piano Concerto No.20 in D minor, K.466: 1. Allegro","Mozart: Piano Concertos No.20 in D minor, K.466 & No.27 in B flat, K.595",Wolfgang Amadeus Mozart,2010-01-01,918413,45,0.327,0.981,0.327,0.0775,0.801,0.0786,-24.232,0.0401,128.069,4
76,"Sonata For Piano And Violin In E Minor, K.304: 1. Allegro","Mozart: Violin Sonatas K.301, 304, 376 & 526",Wolfgang Amadeus Mozart,2005-01-01,423026,41,0.382,0.974,0.382,0.158,0.516,0.186,-20.189,0.0416,86.059,4
77,"Piano Sonata No. 8 in A Minor, K. 310: II. Andante cantabile con espressione",Glenn Gould plays Mozart: The Piano Sonatas (No. 10: Recordings of 1958 & 1970); Fantasias K. 397 & K. 475; Fantasia & Fugue K. 394; Piano Concerto No. 24 K. 491,Wolfgang Amadeus Mozart,1958,379573,45,0.254,0.975,0.254,0.0596,0.93,0.0977,-28.84,0.0422,77.328,4
78,"Clarinet Concerto in A Major, K. 622: III. Rondo (Allegro)",Mozart: Clarinet Concerto K.622; Flute & Harp Concerto K.299,Wolfgang Amadeus Mozart,1984-01-01,578000,44,0.349,0.984,0.349,0.105,0.795,0.0612,-19.46,0.0352,114.187,4
79,"Piano Concerto No.20 in D minor, K.466: 2. Romance - Live At Severance Hall, Cleveland / 2010","Mozart: Piano Concertos No.20 in D minor, K.466 & No.27 in B flat, K.595",Wolfgang Amadeus Mozart,2010-01-01,575760,54,0.209,0.988,0.209,0.0314,0.84,0.102,-26.249,0.0343,81.629,4
80,"String Quartet No.19 In C, K.465 - ""Dissonance"": 1. Adagio - Allegro","Mozart, W.A.: String Quartets K. 458 ""Hunt""; K. 465 ""Dissonance"" / Haydn, J.: String Quartet, Op.76 No.3 ""Emperor""",Emerson String Quartet,1989-01-01,630320,43,0.29,0.942,0.29,0.12,0.503,0.11,-18.045,0.0396,147.958,4
81,"Violin Concerto No. 4 in D Minor, Op. 31: 2. Adagio religioso","Mozart: Violin Concerto No.5 In A, K.219 / Vieuxtemps: Violin Concerto No.4 In D Minor, Op.31 (Bonus Track Version)",Hilary Hahn,2014-02-09,376920,39,0.0941,0.884,0.0941,0.0957,0.258,0.103,-24.472,0.0469,66.019,4
82,"Mozart: Horn Concerto No. 4 in E-Flat Major, K. 495: II. Romance. Andante cantabile",Mozart Horn Concertos,Wolfgang Amadeus Mozart,1987,282493,45,0.143,0.993,0.143,0.0205,0.894,0.111,-24.87,0.0438,84.44,4
83,"Quintet in A Major for Clarinet and Strings, K. 581: II. Larghetto","Mozart, Schubert, Ravel and Janácek: Chamber Music Selections",Endres Quartet,2010-12-28,421059,57,0.095,0.982,0.095,0.0445,0.88,0.106,-23.086,0.0479,74.48,4
84,"Mass In C, K.317 ""Coronation"": 2. Gloria","Mozart: Coronation Mass ; Exsultate, jubilate; Vesperae Solennes",Wolfgang Amadeus Mozart,1994-01-01,269826,42,0.311,0.956,0.311,0.277,0.251,0.0676,-14.631,0.0549,137.587,3
85,"Mozart: Piano Concerto No. 21 in C Major, K. 467: II. Andante",Amadeus - Best of Mozart,Wolfgang Amadeus Mozart,2019-05-17,406866,51,0.11,0.983,0.11,0.0108,0.944,0.0755,-34.892,0.0377,66.038,4
86,"Mozart: String Quartet No. 19 in C Major, Op. 10 No. 6, K. 465 ""Dissonance"": II. Andante cantabile",Mozart String Quartets,Wolfgang Amadeus Mozart,2011-09-05,494731,43,0.144,0.944,0.144,0.0572,0.222,0.226,-19.174,0.0479,85.499,4
87,"Violin Concerto No. 4 in D Major, K. 218: 1. Allegro",Mozart: Violin & Wind Concertos,Wolfgang Amadeus Mozart,2000-01-01,572000,42,0.417,0.94,0.417,0.2,0.237,0.114,-19.13,0.0417,120.201,4
88,"Divertimento in D Major, K. 136 ""Salzburg Symphony No. 1"": I. Allegro","Doderer, J.: Mon Cher Cousin / Stamitz, C.: Cello Concerto No. 1 / Mozart, W.A.: Divertimento, ""Salzburg Symphony No. 1""",Ulf Schirmer,2007-01-01,250000,42,0.434,0.773,0.434,0.15,0.905,0.11,-21.355,0.0424,137.118,4
89,Fratres,Arvo Pärt: Tabula Rasa,Arvo Pärt,1984-01-01,688413,0,0.322,0.938,0.322,0.0458,0.000462,0.0494,-23.372,0.0539,155.221,3
90,"Piano Concerto in A Minor, Op.16: I. Allegro molto moderato",Grieg: Piano Concerto & Lyric Pieces,Edvard Grieg,2015-05-18,820853,56,0.303,0.975,0.303,0.119,0.88,0.112,-18.055,0.0386,94.868,4
91,"Violin Concerto No.1 in G minor, Op.26: 1. Vorspiel (Allegro moderato)",Bruch & Dvorak Violin Concertos,Julia Fischer,2013-01-01,473893,42,0.169,0.864,0.169,0.0974,0.632,0.087,-21.414,0.042,170.379,5
92,"Symphony No. 5 in E Minor, Op. 64: IV. Andante maestoso - Allegro vivace",Tchaikovsky: Symphony No. 5,Pyotr Ilyich Tchaikovsky,1984-11-01,681773,26,0.279,0.959,0.279,0.302,0.898,0.114,-15.506,0.0396,139.347,4
93,Barber: Adagio for Strings,Samuel Barber - Adagio (100th anniversary),Samuel Barber,2010-01-18,537426,59,0.102,0.974,0.102,0.0733,0.859,0.28,-24.133,0.0488,73.954,3
94,"Holst: The Planets, Op. 32: I. Mars, the Bringer of War","Holst: The Planets, Op. 32",Gustav Holst,1974-01-01,425560,25,0.204,0.813,0.204,0.406,0.853,0.155,-14.309,0.0404,159.574,5
95,The Frog Galliard (P 23a),My favorite Dowland,John Dowland,2014-05-19,119600,26,0.349,0.97,0.349,0.0817,0.872,0.101,-30.501,0.0487,105.606,3
96,Etude No. 2,Etudes for Piano Vol 1 No. 1-10,Philip Glass,2001-05-01,295560,53,0.235,0.992,0.235,0.166,0.87,0.101,-19.632,0.0347,101.182,4
97,"Bagatelle No. 25 in A Minor, ""Für Elise"", WoO 59","Beethoven: Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",Ludwig van Beethoven,2019-01-18,203655,62,0.23,0.986,0.23,0.0487,0.945,0.0679,-27.675,0.0412,134.839,5
98,"Symphony No. 1 in D major, Wq. 183/1: Symphony No. 1 in D major, Wq. 183/1: I. Allegro di molto","C.P.E.Bach: Symphonies 1-4, Cello Concerto in A",Carl Philipp Emanuel Bach,2006-11-14,377200,34,0.292,0.912,0.292,0.164,0.0296,0.177,-17.792,0.0342,149.46,4
99,"Six Pieces for Piano, Volume 2: 4. La Valse d'Amélie","Tiersen: Six Pieces for Piano, Volume 2: 4. La Valse d'Amélie",Lang Lang,2019-02-08,170360,46,0.245,0.985,0.245,0.0942,0.893,0.0631,-20.079,0.0395,71.782,3
